LONGITUDE,LATITUDE,SRCE_CNTRE,DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM
139.0730153,-33.5886205,spoils,MONGOLATA ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7595062,-35.0551875,creek,YORKEYS RUN,Gold,Low Significance,,quartz vein,
138.8194922,-34.6601635,,BAROSSA WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.8247252,-34.6586255,shaft 2,WHEAL FRANCIS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.8217872,-34.6530235,,WHEAL PARA,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.8312112,-34.6592735,white clay patch,WHITE LEAD,Gold,Low Significance,,Miocene-Pliocene unit 2,
139.0689303,-33.5920465,portal to adit A9,WILDILDIE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.0745873,-33.5229605,shaft?,G. WILLIAMS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Ketchowla Siltstone
139.0659853,-33.5740325,workings,WILTSHIRES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.9805393,-33.3418245,trench on qz vein,COGLINS CREEK,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
139.0604863,-33.5271585,pit,CUNNINGHAM AND BAILLIE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Waukaringa Siltstone
139.0495853,-33.5488975,workings?,DONOVAN AND WILLS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0677363,-33.4854655,,THE DUFFER,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.0657303,-33.5796555,trench,MONGOLATA BLOCK 8,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.0690533,-33.5887645,portal adit Central 2,MONGOLATA CENTRAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.0666873,-33.5740375,adit,MONGOLATA 3,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.0659523,-33.5743125,,MONGOLATA NORTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0702933,-33.6010045,portal adit A3,MONGOLATA SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0605973,-33.5223725,workings,MOORES,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Waukaringa Siltstone
139.1393522,-33.5425185,pit,MORRISONS,"Gold, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Watervale Sandstone Member
139.0877343,-33.4682835,workings?,BRONZE WING,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Ketchowla Siltstone
138.7126693,-33.4302535,old pit?,WORUBIA,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation
139.0698913,-33.6030895,adit,BURRA MONGOLATA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.8452365,-30.7450035,workings?,CHRISTMAS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.7887332,-35.0400635,adjacent to qz float,FARRANTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial sediments,Emeroo Subgroup
138.7608992,-35.0831085,,CHAPEL HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7762122,-35.1222535,,QUEEN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.7880762,-35.0567935,workings?,RELIANCE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7857672,-35.0398025,centre treed paddock,RODERTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7786102,-35.1065635,trees,ROYAL GOLD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale
140.4520172,-31.4277585,near NPRC05,NORTH PORTIA,"Copper, Gold, Cobalt, Molybdenum",Significant to SA,BENAGERIE RIDGE (CURNAMONA PROVINCE),Portia Formation,Portia Formation
140.4516572,-31.4350535,kink in base line,PORTIA,Gold,Significant to SA,CURNAMONA CRATON (CURNAMONA PROVINCE),Eyre Formation,Portia Formation
138.7679712,-35.0842505,,GERMAN DAM,Gold,Low Significance,,Tertiary-Pleistocene alluvial/fluvial sediments,
138.7857482,-35.0496295,old heap,GOLDEN CROWN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale
138.7671092,-35.0861145,,GOLDEN REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7694362,-35.0569035,workings in trees?,GOLDEN RISE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale
138.7702512,-35.0591715,trees,GOLDEN RISE SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale
138.7603362,-35.0530715,road verge,GOLDEN RISE WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite
138.7619242,-35.0912505,,GOOSE EGG GULLY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
137.7514496,-29.8124414,pit?,RISCHBIETH WELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite
138.7550592,-35.0574495,qz float,BIGGS FLAT NORTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7851412,-35.0381165,near dam,SAILORS GULLY,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
138.7815462,-35.0428815,dam,SAWMILL GULLY,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7860142,-35.0682055,qz blow?,LIEBELT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.8949832,-34.6507445,creek,WILLIAMSTOWN ALLUVIALS,Gold,Low Significance,,Quaternary alluvial/fluvial sediments,
138.6911103,-34.1888775,disturbed ground?,BRILLIANT,"Gold, Silver, Lead",Low Significance,ADELAIDE GEOSYNCLINE,ironstone,Emeroo Subgroup
139.0670203,-33.5772095,portal adit 4,EASTVIEW,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.2310873,-33.0031735,workings?,RICHARDSON,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Fortress Hill Formation
139.0683023,-33.5299705,pit?,MOUNT BLANCHE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Waukaringa Siltstone
135.076176,-31.0846293,disturbed ground,BRENNANS,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Glenloth Granite
139.0677373,-33.5808005,portal to main adit,BYLES,Gold,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 1,Cox Sandstone Member
138.8459482,-34.6421345,creek,YATTA CREEK,Gold,Low Significance,,Quaternary alluvial/fluvial sediments,
138.8408942,-34.6393395,scrape,YATTA HILL,Gold,Low Significance,,Miocene-Pliocene unit 2,
138.8527642,-34.6606005,tributary in barossa res,YETTIE CREEK DIGGINGS,Gold,Low Significance,,Miocene-Pliocene unit 2,
138.8204572,-34.6945305,open cut,YOUNG AUSTRALIAN NO.1,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.8214002,-34.6931045,,YOUNG AUSTRALIAN NO.2,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.2350533,-35.5174805,abandoned trench?,GRUNDY,"Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.1660102,-33.5128665,,FUSS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite
139.1012342,-33.5841875,trench 200m NW of dam,GARRARD,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.0589813,-33.5585525,workings,GOLDEN EAGLE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0599003,-33.5324225,workings?,MOUNT EDITH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Waukaringa Siltstone
139.0759463,-33.5240965,adit,NEW ENTERPRISE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Grampus Quartzite
139.0572593,-33.4935095,creek bed,NEWICKE CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.9784263,-33.3565785,pit,NOLTENIUS CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.0860653,-33.5600015,,NORTH STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Grampus Quartzite
139.2050223,-33.0511825,,ONLY A DREAM,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Waukaringa Siltstone
139.0668353,-33.5758545,portal Adit 2,CALLER BRAE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.7141243,-33.4150215,workings?,CANNY AND DOHERTY,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation
139.2413152,-33.6523585,2 shafts,CHALK CLIFFS,"Gold, Clay",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.6244745,-30.1394004,,LORNA DOONE,"Copper, Gold",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein,Tindelpina Member
138.7962082,-35.0010035,,GRUNTHAL,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7585272,-35.0514465,river verge,HACKS BRIDGE,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7623472,-35.0836375,old dam?,HAHNDORF ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary-Pleistocene rocks,
138.7732772,-35.0855685,,ECHUNGA SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.7749032,-35.1214765,driveway,QUEEN SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.7855582,-35.0579325,,TAMBAROORA SW,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.7542592,-35.0906095,dam,SOVEREIGN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.7531612,-35.1042515,roadside,STEELS GULLY,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
138.7970442,-35.0470795,tree,SWEET BRIAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale
138.8664282,-34.9992385,,BANKSIA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
138.9632652,-34.4300185,,GARDEN GULLY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yudnamutana Subgroup
138.7944152,-35.0534835,creek,HAHNDORF GULLY,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7730582,-35.0812075,,HALLS NEW FIND,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.7633472,-35.0871715,,HARD HILL,"Gold, Amethyst",Low Significance,,Tertiary-Pleistocene rocks,
138.7834252,-35.0747395,small heap,HAYMANS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale
138.8370672,-34.6438705,dam,MOONTA GULLY,Gold,Low Significance,,Miocene-Pliocene unit 2,
138.8377592,-34.6424395,old pit,MOONTA HILL,Gold,Low Significance,,Tertiary rocks,
138.8238112,-34.6973315,shaft,MORNING STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
137.8166906,-29.8754904,main shaft,WARRA WARRA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
135.072067,-31.1149583,pit?,RED MOON,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),quartz vein,Glenloth Granite
139.2612784,-29.8998785,shaft 4,MOUNT FREELING EAST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bonney Sandstone
138.7364062,-35.0699035,river,SEAMANS POINT,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
139.7010112,-32.2742775,workings,EMPRESS VICTORIA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6993082,-32.2745305,workings,TEETULPA ENTERPRISE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6875052,-32.2573595,shaft?,EVENING STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
140.2406391,-32.5510155,track near workings,FRENCHMAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
140.3359331,-32.5407755,qz lode?,BONNIE KEITH WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Belair Subgroup
138.8073772,-34.9211055,cleared area E of Eclipse Mine,ECLIPSE EAST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.8065072,-34.9209095,cleared patch,ECLIPSE,"Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.7547302,-34.8581085,W slope from creek,HOUGHTON ENTERPRISE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Castambul Formation unit 1
138.8500212,-34.9230045,,FEDERAL,Gold,Low Significance,TERTIARY PALAEOCHANNELS,quartz vein,Stonyfell Quartzite
138.9873092,-34.8274825,S boundary section 25,FIVE ACRES,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
138.9340562,-34.7532915,old pit?,AVENUE GULLY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.8290452,-34.9876665,,BALHANNAH ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.8063982,-34.9831695,chimney,BALHANNAH,"Copper, Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale
138.5660612,-35.1198785,old workings?,MORPHETT VALE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
138.7522062,-35.0635545,,STIRLING REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Emeroo Subgroup
138.8106162,-34.9073765,creek,FOREST GLEN,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.8059402,-34.9216205,near dam,FOREST RANGE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
139.0838963,-32.7877285,shaft,FIRST POP,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0926903,-32.7891115,,GC 12395,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,
139.0913013,-32.7891805,pit,GOLD CLAIM 14504,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,
139.0919083,-32.7900278,,GOLD CLAIM 909,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,
138.8133302,-34.9180885,dense trees,BAUMS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.9062072,-34.9581165,,BIRD IN HAND EXTENDED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
138.9011052,-34.9531875,shaft,BLACKBIRD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
138.7747142,-34.8737565,,KANGAROO CREEK ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.9123802,-34.9233795,,LA JUSTICE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Glen Osmond Slate Member
138.8184382,-34.8422405,old pit,LAMBERTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
138.9165112,-34.9264535,,LAWRENCE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mitcham Quartzite
138.8744672,-34.9043575,,WHEAL EMMA,"Lead, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
138.8816772,-34.8178465,o/c,RANDELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9552902,-34.8577815,cleared area,REDDAWAYS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mitcham Quartzite
138.9780052,-34.8188935,SW section 6593,RICH,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Carrickalinga Head Formation
138.9053632,-34.9594595,open cut,RIDGE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.4403243,-32.2885545,,ALMA EXTENDED,Gold,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.0707283,-32.7794355,shaft,AUREOUS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.3324863,-32.2714815,shaft?,BALLARAT SYNDICATE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.6598574,-32.8847605,,GRAEFES,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Bungaree Quartzite
139.0610943,-32.7661205,pit,HARRADINE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yerelina Subgroup
138.9016882,-34.9537865,,LONE HAND,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.8059902,-34.7838665,old pit?,LUDLOW,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
138.9068602,-34.9721855,,SLEADER,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.3924323,-32.3006725,workings,NEW WEST WAUKARINGA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.4322163,-32.6376075,shaft,EAST NOB,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.5913254,-32.7846345,scrape,NORMAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Adelaide Series
138.9419272,-34.7530645,ck bed,ROCKY GULLY,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.8673082,-34.9103625,old dam,RUSSELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.9729742,-34.7922625,,ST GEORGE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mitcham Quartzite
138.9328882,-34.8831875,quarry,SCHULTZ,"Quartzite, Gold",Low Significance,ADELAIDE GEOSYNCLINE,Mitcham Quartzite,
138.8679202,-34.8993745,cleared patch,LOBETHAL ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
137.6130354,-34.0562004,near portal S end open cut,WHEAL HUGHES,"Copper, Gold, Limestone",Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 3,Moonta Porphyry
139.6834082,-32.2745055,,GOLDEN STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6861522,-32.2790875,,GOLDEN STAR SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
140.2472451,-32.5442905,main underlie shaft,GREAT EASTERN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
139.6904902,-32.2638405,workings,GREAT IRONCLAD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6906132,-32.2737945,,GREAT WARRIOR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
139.6863212,-32.2621285,workings,INTERNATIONAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
139.0889863,-32.8374845,pit,NACKARA CREEK,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0559153,-32.7772705,workings,ORLANDO,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Pepuarta Tillite
138.7113212,-35.1278485,gully on reservoir shore,MOUNT BOLD ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.9099822,-32.2331345,,IRON IDOL,Gold,Low Significance,CURNAMONA PROVINCE,quartz vein,Willyama Supergroup unit 14
139.6975892,-32.2685145,shaft,ISLE OF AXHOLME,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
139.8517302,-32.3713075,,JACKSONS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Enorama Shale
139.6963952,-32.2703505,workings,TEETULPA JUBILEE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.9029842,-34.9690995,,FOUNTAIN HEAD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.8728012,-34.9912005,,GIOVINEZZA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.9124162,-34.9266075,,GLUEPOT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mitcham Quartzite
138.7474622,-35.1024735,dam,CALEDONIAN,"Clay, Gold, Sand",Low Significance,,Tertiary rocks,
138.7485452,-35.1002705,clear patch in wooded area,ECHUNGA HYDRAULICS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Pleistocene alluvial/fluvial sediments,
138.6991542,-35.0102445,small clearing,UPPER STURT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
137.8701114,-34.5301154,trench,OLD HILLSIDE,"Copper, Gold, Iron, Uranium",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Wallaroo Group
138.8680012,-34.9131695,o/c?,GOLDBERGS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.8101602,-34.8437135,old pit?,GOLDEN BUTTERFLY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
138.8678362,-34.9068555,small cleared area,GOLDEN EARL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.8695032,-34.9057955,clump of trees,GOLDEN HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
139.4276013,-32.2887515,trench,MALAKOFF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0802853,-32.7922295,,MEDORA EXTENDED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0806363,-32.7919295,shaft,MEDORA SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.4518913,-32.2844085,workings,MID ALMA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
140.4684011,-32.4350265,station 68,TEAGUES FORK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Wilyerpa Formation,Wilyerpa Formation
138.7824332,-34.9125385,creek bed,MERCHANTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.8935672,-34.7539945,edge of timberline,MICHAELS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
138.8993242,-34.9424375,,MINT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.7544002,-34.9038605,track,MORIALTA,"Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale
138.8177952,-34.7546885,track junction,HOPE HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.9481032,-34.8564885,tree,SIMS,Gold,Low Significance,,Miocene-Pleistocene regolith unit 1,Glen Osmond Slate Member
138.7524382,-34.8684805,creek bed,SIXTH CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,Skillogalee Dolomite
